NAME,TRIBE_CODE,LAT,LON,land_area,atlantic_,atlantic1,atlantic2,atlantic3,indiannum,indianall,indian_n1,indian_n2,indian_n3,atlantica,isocode,prom_trust_relative,prom_trust_neigh,prom_trust_intra,prom_trust_inter,prom_trust_gov
PARI,"631",5.31858742671,32.69690000000,"2741.917742472623","0","0","0","0","0","0","0","0","0","0",,,,,,
PEDI,"632",-25.92070000000,29.81270000000,"66744.17298267067","0","0","0","0","0","0","0","0","0","0",ZAF,2.1437125,1.2874252,1.0963856,0.86144578,1.449367
PEMBA,"633",-5.18171000000,39.75730000000,"941.023749122179","0","0","0","0","205","871","102","220","344","0",,,,,,
PENDE,"634",-6.03612000000,19.71850000000,"18277.51220657038","0","0","0","0","0","0","0","0","0","0",,,,,,
PEPEL,"635",12.04740000000,-15.93850000000,"4015.28710461639","9141","16321","1982","1326","0","0","0","0","0","28770",SEN,2.9411764,2.4705882,2.3529413,2.2941177,2.1333334
PIMBWE,"636",-7.16873000000,31.60400000000,"9978.34171471541","0","0","0","0","0","0","0","0","0","0",,,,,,
PODOKWO,"637",11.05570000000,14.12990000000,"1078.5261335231","0","0","0","0","0","0","0","0","0","0",,,,,,
POGORO,"638",-8.79373000000,36.65620000000,"9736.575723947826","0","0","0","0","20","86","10","22","34","0",,,,,,
POKOMO,"639",-0.95397500000,39.82280000000,"11930.15943440859","0","0","0","0","20","86","10","22","34","0",,,,,,
PONDO,"640",-31.38940000000,29.31030000000,"11578.95831654805","0","0","0","0","0","0","0","0","0","0",,,,,,
POPO,"641",6.39481661130,1.88476549919,"1771.119303764744","0","25422","2915","47045","0","0","0","0","0","75382",,,,,,
POPOI,"642",1.99354755347,26.17090000000,"5391.542664677778","0","0","0","0","0","0","0","0","0","0",,,,,,
POTO,"643",2.14214819176,22.02910000000,"9118.878169995465","0","590","59365","2822","0","0","0","0","0","62777",,,,,,
PUKU,"644",1.73339352356,9.81191060355,"10236.75794548906","0","0","0","0","0","0","0","0","0","0",,,,,,
RANGI,"645",-4.63081000000,36.03690000000,"4341.906481501055","0","0","0","0","0","0","0","0","0","0",,,,,,
REGA,"646",-2.93203000000,27.73300000000,"62703.81077942262","0","0","0","0","0","0","0","0","0","0",,,,,,
REGEIBAT,"647",22.85330000000,-12.16490000000,"354377.3240707411","0","0","0","0","0","0","0","0","0","0",,,,,,
RENDILE,"648",3.47022570303,36.96910000000,"26284.71806100318","0","0","0","0","2","9","1","2","4","0",,,,,,
RESHE,"649",11.15600000000,4.69897702890,"3314.719663693636","0","0","0","0","0","0","0","0","0","0",,,,,,
RESHIAT,"650",4.92144749252,36.30840000000,"12491.97048643715","0","0","0","0","0","0","0","0","0","0",,,,,,
RIF,"651",34.79080000000,-3.71829000000,"20280.25316239339","0","0","0","0","0","0","0","0","0","0",,,,,,
RIYAH,"652",29.39460000000,12.34380000000,"251032.6805435198","0","0","0","0","0","0","0","0","0","0",,,,,,
ROLONG,"653",-26.91680000000,25.56580000000,"69140.45715660347","0","0","0","0","0","0","0","0","0","0",BWA,1.6315789,1.027027,1.2105263,1,1.7894737
RONGA,"654",-26.51810000000,32.42390000000,"21154.36615076553","0","0","0","0","0","0","0","0","0","0",,,,,,
RUANDA,"655",-1.93110000000,29.93540000000,"23205.95071929094","0","0","0","0","0","0","0","0","0","0",UGA,2.3620689,1.8965517,1.7586207,1.2068965,2.4385965
RUARHA,"656",33.32260000000,5.91159752219,"7383.656164770802","0","0","0","0","0","0","0","0","0","0",,,,,,
RUFFA,"657",13.16570000000,34.25220000000,"68005.64582483366","0","0","0","0","0","0","0","0","0","0",,,,,,
RUMBI,"658",0.63315405435,27.07380000000,"10547.1881691145","0","0","0","118","0","0","0","0","0","118",,,,,,
RUNDI,"659",-3.28221000000,30.08750000000,"31092.88272401698","0","0","0","0","20","86","10","22","34","0",,,,,,
RUNGA,"660",10.68650000000,21.43090000000,"50775.51935733462","0","0","0","0","0","0","0","0","0","0",,,,,,
SAADI,"661",29.33610000000,27.84680000000,"171706.195568438","0","0","0","0","0","0","0","0","0","0",,,,,,
SAB,"662",2.78542765396,43.85150000000,"111105.5739831558","0","0","0","0","0","0","0","0","0","0",,,,,,
SABEI,"663",1.19700997788,34.69770000000,"3274.554774100427","0","0","0","0","0","0","0","0","0","0",KEN,2.3571429,2.0714285,2,1.7142857,1.5714285
SAFWA,"664",-8.54334000000,33.14640000000,"13951.73085284522","0","0","0","0","0","0","0","0","0","0",,,,,,
SAGARA,"665",-6.81425000000,36.84420000000,"17434.31001588991","0","0","0","0","10228","43498","5114","10981","17175","0",,,,,,
SAHEL,"666",35.54400000000,10.49720000000,"10927.67776153281","0","0","0","0","0","0","0","0","0","0",,,,,,
SAHO,"667",14.34350000000,39.92730000000,"10523.81723264181","0","0","0","0","0","0","0","0","0","0",,,,,,
SAKALAVA,"668",-17.64590000000,46.05010000000,"205705.044899296","0","4436","3823","27276","0","30812","0","15687","15125","35535",MDG,2.1764705,1.6638656,1.6302521,1.4152542,1.4778761
SAKATA,"669",-2.84089000000,17.77990000000,"34583.03195385142","0","0","0","588","20","86","10","22","34","588",,,,,,
SALA,"670",8.81489518846,17.57380000000,"38537.36654017598","0","0","0","0","0","0","0","0","0","0",,,,,,
SAMBURU,"671",1.08991367981,36.91340000000,"43156.86187275476","0","0","0","0","0","0","0","0","0","0",,,,,,
SAMO,"672",13.37660000000,-2.90160000000,"8176.136920071966","0","0","0","0","0","0","0","0","0","0",MLI,2.5714285,1.8571428,2.2857144,1.4285715,1.8571428
SANDAWE,"673",-5.22784000000,35.59120000000,"6676.654506997004","0","0","0","0","0","0","0","0","0","0",,,,,,
SANGA,"674",2.26032425992,16.18530000000,"53669.01708735405","0","0","2434","5909","0","0","0","0","0","8343",,,,,,
SANGU,"675",-8.08836000000,34.09080000000,"17296.0951758755","0","0","0","0","0","0","0","0","0","0",,,,,,
SANUSI,"676",30.38830000000,21.88470000000,"193377.5232643866","0","0","0","0","0","0","0","0","0","0",,,,,,
SANYE,"677",-1.75582000000,39.44530000000,"30466.79146362313","0","0","0","0","0","0","0","0","0","0",,,,,,
SAPO,"678",5.75377630961,-8.50860000000,"6706.692527199602","0","0","0","0","0","0","0","0","0","0",,,,,,
SEGEJU,"679",-3.21371000000,39.99680000000,"10841.16126185293","0","0","0","0","164","697","82","176","275","0",,,,,,
SEKE,"680",0.66220064611,9.89595654854,"7678.870783917719","0","0","0","1392","0","0","0","0","0","1392",,,,,,
SELE,"681",-11.22240000000,14.15110000000,"16598.5828864433","0","0","0","2753","0","0","0","0","0","2753",,,,,,
SELIM,"682",11.25290000000,31.92110000000,"30053.7899200955","0","0","0","0","0","0","0","0","0","0",,,,,,
SENA,"683",-18.10810000000,34.72820000000,"23417.66956794567","0","0","0","88803","0","0","0","0","0","88803",MOZ,2.6148148,2.1481481,2.1851852,2.0225563,2.2264152
SENGA,"684",-11.31190000000,32.72210000000,"15443.30758167753","0","0","0","0","675","2872","338","725","1134","0",ZMB,2.6666667,1.5,2,0.66666669,2
SENUFO,"685",9.25328309809,-5.60798000000,"61526.9880596783","0","0","0","0","0","0","0","0","0","0",MLI,2.6341465,1.804878,1.975,1.7073171,2
SERER,"686",14.02140000000,-16.04830000000,"16560.90302894948","137","435","1291","511","0","0","0","0","0","2374",SEN,2.8671329,2.4225352,2.35461,2.1357143,2.1968503
SHAIKIA,"687",17.97340000000,32.39260000000,"32261.38772455338","0","0","0","0","0","0","0","0","0","0",,,,,,
SHAMBALA,"688",-4.68555000000,38.41900000000,"6424.846497815365","0","0","0","0","880","3741","440","944","1477","0",,,,,,
SHASHI,"689",-1.94390000000,34.47070000000,"15437.08256637213","0","0","0","0","0","0","0","0","0","0",,,,,,
SHAWIA,"690",35.48990000000,6.79006477623,"36415.33182366446","0","0","0","0","0","0","0","0","0","0",,,,,,
SHEBELLE,"691",5.11011358945,44.99220000000,"8583.264125504604","0","0","0","0","0","0","0","0","0","0",KEN,3,3,3,2,2
SHERBRO,"692",7.64474940622,-12.30550000000,"8202.167839998348","0","0","0","2685","0","0","0","0","0","2685",,,,,,
SHILA,"693",-9.45047000000,28.19400000000,"17119.92561627891","0","0","0","0","0","0","0","0","0","0",,,,,,
SHILLUK,"694",9.90453374968,31.74810000000,"14052.41841222327","0","0","0","0","0","0","0","0","0","0",,,,,,
SHLUH,"695",30.35750000000,-8.31197000000,"64135.11620733676","0","0","0","0","0","0","0","0","0","0",,,,,,
SHOGO,"696",-1.07029000000,11.94630000000,"18103.42270068001","0","0","0","376","0","0","0","0","0","376",,,,,,
SHUKRIA,"697",14.55760000000,35.12890000000,"49988.32259763435","0","0","0","0","0","0","0","0","0","0",,,,,,
SHUWA,"698",12.37740000000,15.27440000000,"35944.47335954141","0","0","0","0","0","0","0","0","0","0",NGA,2.6666667,2.3333333,2.6666667,2,2.3333333
SIA,"699",11.78930000000,-4.19494000000,"8230.929997545347","0","0","0","0","0","0","0","0","0","0",,,,,,
SIDI,"700",31.76210000000,0.79656532142,"110649.7495458637","0","0","0","0","0","0","0","0","0","0",,,,,,
SIHANAKA,"701",-17.39570000000,48.50980000000,"14247.09787673806","0","307","265","1889","0","2135","0","1087","1048","2461",MDG,1.8372093,1.5813954,1.6046512,1.3,1.6190476
SILA,"702",12.07620000000,21.74560000000,"18904.93311446804","0","0","0","0","0","0","0","0","0","0",,,,,,
SINZA,"703",-2.73248000000,31.61000000000,"13790.06788434395","0","0","0","0","41","174","20","44","69","0",,,,,,
SIRTICANS,"704",30.46410000000,16.51680000000,"68944.03600961959","0","0","0","0","0","0","0","0","0","0",,,,,,
SIWA,"705",29.02240000000,25.81600000000,"20306.84895230974","0","0","0","0","0","0","0","0","0","0",,,,,,
SOGA,"706",0.95621329197,33.57250000000,"14157.48362796784","0","0","0","0","41","174","20","44","69","0",UGA,2.1254356,1.6341463,1.5783972,1.0704225,2.3031359
SOKO,"707",1.44963560224,23.67540000000,"6780.568640933855","0","0","0","2586","0","0","0","0","0","2586",,,,,,
SOKOTO,"708",12.78480000000,4.42127937769,"25094.5528263906","0","0","0","0","0","0","0","0","0","0",,,,,,
SOLIMAN,"709",14.57430000000,15.23790000000,"6934.389606452767","0","0","0","0","0","0","0","0","0","0",,,,,,
SOMBA,"710",10.47950000000,1.42440664799,"8921.480462279378","0","0","1715","0","0","0","0","0","0","1715",BEN,2.5857143,2.2086332,2.2086332,1.8188406,2.1052632
SOMRAI,"711",10.01410000000,17.08470000000,"12601.37996891447","0","0","766","0","0","0","0","0","0","766",,,,,,
SONGE,"712",-5.40240000000,25.41560000000,"72790.30788606632","0","0","0","0","0","0","0","0","0","0",,,,,,
SONGHAI,"713",15.37140000000,-0.85261700000,"62885.25185653532","0","0","0","35","0","0","0","0","0","35",MLI,2.7142856,2.1596639,2.0588236,1.2649573,2.1351352
SONGO,"714",-10.61190000000,17.68440000000,"36740.55709728319","0","0","0","7866","0","0","0","0","0","7866",,,,,,
SONGOLA,"715",-2.82383000000,26.10240000000,"36364.20799156469","0","0","0","0","20","86","10","22","34","0",,,,,,
SONGOMENO,"716",-3.72696000000,22.69000000000,"15629.59049991085","0","0","0","0","0","0","0","0","0","0",,,,,,
SONINKE,"717",15.16070000000,-9.47774000000,"79667.29253676026","0","0","0","994","0","0","0","0","0","994",MLI,2.496124,2.0852714,2.2480621,1.5984251,2.184
SONJO,"718",-2.15509000000,35.82650000000,"1538.454053539444","0","0","0","0","0","0","0","0","0","0",,,,,,
SOTHO,"719",-28.97500000000,27.64790000000,"116584.2777051345","0","0","0","0","0","0","0","0","0","0",LSO,1.7689394,1.3918406,1.5317535,1.2934473,1.7831753
SUAFA,"720",33.91700000000,6.76638645266,"14697.0823121823","0","0","0","0","0","0","0","0","0","0",,,,,,
SUBIA,"721",-17.65540000000,24.79510000000,"25536.34767964932","0","0","0","0","0","0","0","0","0","0",BWA,2,1.5833334,1.0833334,0.83333331,1.3636364
SUK,"722",1.27657571878,35.71240000000,"18834.13375221939","0","0","0","0","0","0","0","0","0","0",KEN,2.0689654,1.8965517,1.7931035,1.4482758,1.8
SUKU,"723",-5.91751000000,17.80890000000,"9453.986517044792","0","0","1799","3292","0","0","0","0","0","5091",,,,,,
SUKUMA,"724",-3.10109000000,33.72650000000,"39386.44840440837","0","0","1238","1203","552","2348","276","593","927","2441",TZA,2.6601942,2.3737864,2.3560975,2.004878,2.4242425
SUMBWA,"725",-3.62756000000,31.72790000000,"7934.635550757638","0","0","0","0","20","86","10","22","34","0",,,,,,
SUNDI,"726",-4.48785000000,13.99000000000,"24463.86713517795","0","0","0","12296","0","0","0","0","0","12296",,,,,,
SURI,"727",6.09363444192,35.29100000000,"17365.0268700266","0","0","0","0","0","0","0","0","0","0",,,,,,
SUSU,"728",10.26010000000,-13.15770000000,"35038.4386764983","1006","949","66294","13265","0","0","0","0","0","81514",,,,,,
SWAZI,"729",-26.56190000000,31.33780000000,"29258.44066824106","0","0","0","0","0","0","0","0","0","0",ZAF,2.3255813,1.5647058,1.5731708,1.1666666,1.0361446
TABWA,"730",-8.29063000000,29.58140000000,"43980.33509266114","0","0","0","0","0","0","0","0","0","0",ZMB,3,3,3,1,3
TAGALI,"731",12.12150000000,31.41880000000,"6381.012793127322","0","0","0","0","0","0","0","0","0","0",,,,,,
TAJAKANT,"732",28.15660000000,-7.59488000000,"110206.296226053","0","0","0","0","0","0","0","0","0","0",,,,,,
TALODI,"733",10.67320000000,30.56710000000,"3914.641282280569","0","0","0","0","0","0","0","0","0","0",,,,,,
TAMA,"734",14.31550000000,22.81520000000,"18076.52330605241","0","0","0","0","0","0","0","0","0","0",,,,,,
TANALA,"735",-20.90290000000,47.67980000000,"37986.50780436068","0","819","706","5037","0","5690","0","2897","2793","6562",MDG,2.0526316,1.7105263,1.5526316,1.1891892,1.4705882
TANGALE,"736",9.90385745388,11.47870000000,"3763.94749692095","0","0","0","0","0","0","0","0","0","0",,,,,,
TANNEKWE,"737",-19.29460000000,21.97670000000,"17395.87811713431","0","0","0","0","0","0","0","0","0","0",,,,,,
TASUMSA,"738",17.08410000000,-15.72660000000,"9749.66041576765","0","0","0","0","0","0","0","0","0","0",,,,,,
TATOGA,"739",-4.68470000000,35.37770000000,"2178.514572880924","0","0","0","0","123","522","61","132","206","0",,,,,,
TAWANA,"740",-19.99390000000,22.77950000000,"20295.32729120715","0","0","0","0","0","0","0","0","0","0",BWA,2.1578948,1.5789474,1.2631578,1.1052631,1.9473684
TAWARA,"741",-17.19120000000,32.85730000000,"53585.97629364995","0","0","0","0","0","0","0","0","0","0",,,,,,
TAZARAWA,"742",13.92760000000,7.94356777293,"31365.27010696492","0","0","0","0","0","0","0","0","0","0",,,,,,
TEDA,"743",21.74380000000,16.32500000000,"607853.9073971929","0","0","0","0","0","0","0","0","0","0",,,,,,
TEITA,"744",-3.34667000000,38.44870000000,"17273.44908704533","0","0","0","0","82","348","41","88","137","0",KEN,2.2222223,1.8888888,1.5555556,1.2222222,1
TEKE,"745",-2.88303000000,15.46400000000,"127117.1301038317","2620","20644","748","41034","0","0","0","0","0","65046",,,,,,
TEKNA,"746",27.81730000000,-10.90850000000,"70204.72290455247","0","0","0","0","0","0","0","0","0","0",MLI,3,2.5999999,2,1.2,2.8
TEM,"747",8.94977482392,1.30682988508,"7953.345277143966","1475","16516","31025","116","0","0","0","0","0","49132",,,,,,
TEMAIN,"748",11.69610000000,29.83510000000,"1939.883851513807","0","0","0","0","0","0","0","0","0","0",,,,,,
TEMBU,"749",-31.82130000000,27.83830000000,"21084.06918202715","0","0","0","235","0","0","0","0","0","235",,,,,,
TEMNE,"750",8.66878964034,-12.25290000000,"15640.24678431949","2363","2072","15110","21250","0","0","0","0","0","40795",,,,,,
TENDA,"751",12.50950000000,-12.99600000000,"4460.236159542147","0","0","0","95","0","0","0","0","0","95",,,,,,
TERA,"752",10.53710000000,11.78270000000,"8079.748534209926","0","0","0","0","0","0","0","0","0","0",,,,,,
TESO,"753",1.97139516293,33.93910000000,"9543.824768950895","0","0","0","0","0","0","0","0","0","0",UGA,2.1363637,1.9545455,2.1420455,1.4375,1.9034091
TETELA,"754",-3.68273000000,24.45520000000,"82799.36823596767","0","0","0","1058","0","0","0","0","0","1058",,,,,,
THONGA,"755",-24.14810000000,32.02170000000,"56554.95843344912","0","0","0","0","0","0","0","0","0","0",MOZ,2.2241888,1.5870206,1.5636364,1.2813456,1.8333334
TIENGA,"756",11.83060000000,3.73828589529,"3929.10613633366","0","0","0","0","0","0","0","0","0","0",,,,,,
TIGON,"757",6.87966842512,11.00810000000,"5727.58463063649","0","0","0","0","0","0","0","0","0","0",,,,,,
TIGRE,"758",16.30210000000,38.53670000000,"23317.38982680079","0","0","0","0","0","0","0","0","0","0",,,,,,
TIGRINYA,"759",14.52480000000,38.31490000000,"64754.96575760832","0","0","0","0","0","0","0","0","0","0",,,,,,
TIKAR,"760",5.90845497013,11.72490000000,"9400.315692700482","0","0","0","1035","0","0","0","0","0","1035",,,,,,
TIV,"761",7.33061769020,9.15544608222,"22600.28703030777","0","0","0","361","0","0","0","0","0","361",NGA,2.2903225,1.483871,1.5806452,1.3870968,1.2258065
TLHAPING,"762",-27.69450000000,24.52740000000,"26006.47501405956","0","0","0","0","0","0","0","0","0","0",,,,,,
TLHARU,"763",-26.93980000000,22.84960000000,"29332.32977639465","0","0","0","0","0","0","0","0","0","0",,,,,,
TLOKWA,"764",-23.04840000000,29.13780000000,"35132.98030581177","0","0","0","0","0","0","0","0","0","0",BWA,1.7943262,1.3404255,1.3758866,1.2071428,1.8839285
TOMA,"765",8.19648702562,-9.37147000000,"9976.573699184639","0","0","2796","495","0","0","0","0","0","3291",,,,,,
TONGA,"766",-16.79110000000,27.16360000000,"67166.96947853355","0","0","0","0","61","261","31","66","103","0",ZMB,2.0476191,1.4232805,1.4338624,1.0425532,1.09375
TOPOKE,"767",0.33662682497,23.96410000000,"8840.253982103397","0","0","0","0","0","0","0","0","0","0",,,,,,
TOPOTHA,"768",5.25720580276,34.48710000000,"27060.87644873304","0","0","0","0","0","0","0","0","0","0",,,,,,
TORO,"769",0.69719414272,30.60450000000,"13689.42128750632","0","0","0","0","0","0","0","0","0","0",,,,,,
TOTELA,"770",-16.34690000000,24.52960000000,"18443.14974627166","0","0","0","0","0","0","0","0","0","0",,,,,,
TRARZA,"771",17.92580000000,-14.51520000000,"64414.13539115417","0","0","0","97","0","0","0","0","0","97",,,,,,
TRIBU,"772",8.01738365966,0.81360269985,"2991.859976783361","0","0","0","0","0","0","0","0","0","0",,,,,,
TRIPOLITANIANS,"773",32.40600000000,12.65370000000,"46852.05735994555","0","0","0","0","0","0","0","0","0","0",,,,,,
TSIMIHETY,"774",-15.46680000000,48.84530000000,"23129.57434158827","0","499","430","3067","0","3465","0","1764","1701","3996",MDG,2.1136363,1.6363636,1.75,1.2954545,1.8409091
TUAT,"775",28.25540000000,1.14501037113,"153681.730315785","0","0","0","0","0","0","0","0","0","0",,,,,,
TUBURI,"776",10.31030000000,15.09410000000,"4830.128329689714","0","0","0","0","0","0","0","0","0","0",,,,,,
TUKULOR,"777",16.08050000000,-13.90400000000,"35016.7999563614","0","0","0","0","0","0","0","0","0","0",,,,,,
TULAMA,"778",9.59198009293,39.33540000000,"48894.00970757249","0","0","0","0","4","18","2","5","7","0",,,,,,
TUMBUKA,"779",-10.78660000000,33.69680000000,"24331.70072405524","0","0","0","788","2700","11483","1350","2899","4534","788",MWI,2.4827585,2.1172414,2.0625,1.5454545,1.6518519
TUMTUM,"780",10.95440000000,29.81110000000,"9997.21546337488","0","0","0","0","0","0","0","0","0","0",,,,,,
TUNGUR,"781",14.11930000000,25.05120000000,"12384.74131262313","0","0","0","0","0","0","0","0","0","0",,,,,,
TUNISIANS,"782",36.57990000000,9.29233888501,"27672.08273086736","0","0","0","0","0","0","0","0","0","0",,,,,,
TURKANA,"783",3.40487110961,35.39720000000,"50019.17702880509","0","0","0","0","0","0","0","0","0","0",KEN,2.4736843,2.2105262,2.1578948,1.6842105,1.8823529
TURU,"784",-5.14710000000,34.67640000000,"13504.9278126873","0","0","0","0","798","3394","399","857","1340","0",TZA,2.121212,1.9469697,2.0227273,1.780303,2.2748091
TUSYAN,"785",10.97070000000,-4.33894000000,"6586.357577905258","0","0","0","0","0","0","0","0","0","0",,,,,,
UDALAN,"786",15.63860000000,-0.86368400000,"64293.03945079929","0","0","0","0","0","0","0","0","0","0",,,,,,
UNGA,"787",-11.58060000000,30.19750000000,"7236.387828824782","0","0","0","0","0","0","0","0","0","0",,,,,,
UNINHABITED (Cape Verde),"0",15.94150000000,-23.98060000000,,,,,,,,,,,,,,,,,
UNINHABITED (Libyan Desert),"0",25.86780000000,23.86590000000,,,,,,,,,,,,,,,,,
UNINHABITED (Madeira),"0",32.33640000000,-16.43430000000,,,,,,,,,,,,,,,,,
UNINHABITED (Mauritius),"0",-20.13100000000,57.87870000000,,,,,,,,,,,,,,,,,
UNINHABITED (Reunion),"0",-21.12080000000,55.54010000000,,,,,,,,,,,,,,,,,
UNINHABITED (Sao Tome and Principe),"0",0.44560980077,6.72677149356,,,,,,,,,,,,,,,,,
UNINHABITED (Seychelles),"0",-6.72258000000,51.92350000000,,,,,,,,,,,,,,,,,
UNINHABITED (West Saharan Desert),"0",24.92420000000,-5.37388000000,,,,,,,,,,,,,,,,,
UREGU,"788",33.36160000000,-3.56219000000,"3999.858598194664","0","0","0","0","0","0","0","0","0","0",,,,,,
VAGALA,"789",9.10623492091,-2.29926000000,"1430.064848118963","0","0","0","0","0","0","0","0","0","0",,,,,,
VAI,"790",6.90223321251,-11.15830000000,"5447.08950452809","0","0","586","514","0","0","0","0","0","1100",,,,,,
VENDA,"791",-22.55450000000,30.20530000000,"26856.84952182019","0","0","0","0","0","0","0","0","0","0",ZAF,2.1052632,1.4285715,1.2727273,1.0566038,1.3571428
VERE,"792",9.12736468268,12.57010000000,"5220.312017095893","0","0","0","0","0","0","0","0","0","0",,,,,,
VILI,"793",-4.66064000000,12.05830000000,"22417.90570799238","0","0","218","79170","0","0","0","0","0","79388",,,,,,
WABA,"794",9.98290152182,-2.21733000000,"5056.267369459569","0","0","0","0","0","0","0","0","0","0",,,,,,
WAKURA,"795",11.19130000000,13.82040000000,"1699.356375203214","0","0","0","0","0","0","0","0","0","0",,,,,,
WALLAGA,"796",8.96338985977,35.62870000000,"30790.35414001361","0","0","0","0","3","12","1","3","5","0",,,,,,
WALLO,"797",11.75040000000,39.79130000000,"27426.66995527878","0","0","0","0","2","10","1","3","4","0",,,,,,
WANGA,"798",0.62214070540,34.54100000000,"6619.887310454461","0","0","113","212","123","522","61","132","206","325",KEN,1.955,1.53,1.5427135,1.3383838,1.4010416
WARA,"799",10.64740000000,-5.00823000000,"2068.666119986347","0","0","0","30","0","0","0","0","0","30",,,,,,
WARAIN,"800",33.56630000000,-4.19075000000,"9892.06763410344","0","0","0","0","0","0","0","0","0","0",,,,,,
WARJAWA,"801",11.33630000000,9.72794264559,"6543.286413281375","0","0","0","0","0","0","0","0","0","0",,,,,,
WIDEKUM,"802",6.02573413096,9.85516021640,"3735.518375154144","0","0","0","0","0","0","0","0","0","0",,,,,,
WOBE,"803",7.34096554388,-7.17195000000,"2323.248997057484","0","0","0","0","0","0","0","0","0","0",,,,,,
WOLOF,"804",15.21500000000,-16.22260000000,"26528.37288958459","3812","5225","76292","5518","0","0","0","0","0","90847",SEN,2.8638744,2.4790211,2.2762923,2.0923913,1.8463157
WUM,"805",6.55511068480,9.85721242902,"1052.406490111091","0","0","0","0","0","0","0","0","0","0",,,,,,
WURKUM,"806",9.39228296632,11.29670000000,"2744.037123659862","0","0","0","0","0","0","0","0","0","0",,,,,,
WUTE,"807",5.41340164263,12.39270000000,"14784.15662528006","0","0","0","282","0","0","0","0","0","282",,,,,,
XAM,"808",-30.74890000000,22.63470000000,"286506.6740842697","0","0","0","0","0","0","0","0","0","0",,,,,,
XOSA,"809",-32.73930000000,27.58810000000,"14896.19218524276","0","631","0","0","0","0","0","0","0","631",ZAF,2.3236716,1.8014528,1.6917475,1.2751843,1.5353535
YAHI,"810",34.16710000000,-3.14615000000,"7253.418951612025","0","0","0","0","0","0","0","0","0","0",,,,,,
YAKA,"811",-6.25624000000,17.15230000000,"55442.69586144813","0","0","0","3527","0","0","0","0","0","3527",,,,,,
YAKO,"812",5.72287646206,8.28226032709,"2672.402418176495","0","0","0","126","0","0","0","0","0","126",,,,,,
YAKOMA,"813",4.30359835244,21.77800000000,"7541.132606742191","0","0","1712","17","0","0","0","0","0","1729",,,,,,
YALUNKA,"814",10.08690000000,-11.22580000000,"7807.447723353685","0","0","0","114","0","0","0","0","0","114",,,,,,
YANGERE,"815",4.12173899373,16.27390000000,"10559.15611537371","0","0","0","0","0","0","0","0","0","0",,,,,,
YANZI,"816",-3.98035000000,18.10100000000,"15001.68096742405","0","0","0","0","0","0","0","0","0","0",,,,,,
YAO,"817",-12.54330000000,36.41360000000,"99737.25529001196","0","0","0","11378","40258","171212","20129","43222","67603","11378",MWI,2.5177665,2.2171717,2.1989796,1.9896908,1.9298246
YEKE,"818",-10.50360000000,27.44870000000,"11420.8942858668","0","0","0","0","0","0","0","0","0","0",,,,,,
YERGUM,"819",9.24093315469,9.96792466302,"1860.139079364538","0","0","0","0","0","0","0","0","0","0",NGA,2.75,1.75,2.25,1.875,0.75
YESKWA,"820",9.21803353268,8.00089011873,"2860.927088883734","0","0","0","90","0","0","0","0","0","90",,,,,,
YOMBE,"821",-4.79305000000,12.96090000000,"19348.22723112793","0","0","0","8531","0","0","0","0","0","8531",,,,,,
YORUBA,"822",8.31655448919,4.11471049165,"47868.29229181851","1029","53224","413202","198511","0","0","0","0","0","665966",NGA,1.9520866,1.3390357,1.0669782,0.86327505,0.90981013
YUNGUR,"823",9.90956828059,12.53520000000,"2233.742490095216","0","0","0","0","0","0","0","0","0","0",,,,,,
ZAGHAWA,"824",15.65710000000,24.70570000000,"79522.44976838546","0","0","0","0","0","0","0","0","0","0",,,,,,
ZARAMO,"825",-7.24679000000,38.88430000000,"23849.36070081245","0","0","0","0","23688","100742","11844","25432","39778","0",,,,,,
ZEKARA,"826",34.23850000000,-2.05469000000,"3547.813299478059","0","0","0","0","0","0","0","0","0","0",,,,,,
ZENEGA,"827",17.41910000000,-8.73232000000,"219274.6402573116","0","0","0","0","0","0","0","0","0","0",,,,,,
ZERMA,"828",13.58420000000,2.72325785834,"44527.32760147469","0","0","0","0","0","0","0","0","0","0",,,,,,
ZEZURU,"829",-18.17520000000,30.96160000000,"57001.13903231555","0","0","0","0","0","0","0","0","0","0",ZWE,,,,,1.157764
ZIBAN,"830",34.57950000000,5.70738997666,"12155.66553408456","0","0","0","0","0","0","0","0","0","0",,,,,,
ZIGULA,"831",-5.48752000000,38.16500000000,"9826.074744059222","0","0","0","0","1166","4959","583","1252","1958","0",,,,,,
ZIMBA,"832",-16.81630000000,34.76870000000,"18924.07010768865","0","0","0","0","0","0","0","0","0","0",,,,,,
"ZUANDE, BATU (E)","833",7.33521985206,11.12810000000,"2692.85279436282","0","0","0","0","0","0","0","0","0","0",,,,,,
ZULU,"834",-29.12320000000,30.39890000000,"89597.67563617988","0","0","0","0","0","0","0","0","0","0",ZAF,1.9977578,1.4498886,1.4372197,1.0137615,1.2075472
ZUMPER,"835",7.25505618988,10.12710000000,"2443.194544050696","0","0","0","126","0","0","0","0","0","126",,,,,,
