murdock_name,land_area,atlantic_number15,atlantic_number16,atlantic_number17,atlantic_number18,indian_number15,indian_number16,indian_number17,indian_number18,atlantic_all_years,indian_all_years
KOREKORE,63266.94588533079,0,0,0,0,0,0,0,0,0,0
KORO,3786.811478928231,0,0,0,72,0,0,0,0,72,0
KOROCA,27948.72006343821,0,0,0,0,0,0,0,0,0,0
KOSSI,7124.839086280315,0,0,0,282,0,0,0,0,282,0
KOTA,74848.88164502068,0,0,0,3100,0,0,0,0,3100,0
KOTOKO,7310.355677996166,0,0,0,0,0,0,0,0,0,0
KOTOPO,4718.603854868765,0,0,0,0,0,0,0,0,0,0
KOYAM,5094.384132032464,0,0,0,0,0,0,0,0,0,0
KPE,3897.135217769581,0,0,0,188,0,0,0,0,188,0
KPELLE,15035.80947593155,0,0,0,675,0,0,0,0,675,0
KRACHI,6787.156467311424,0,0,0,0,0,0,0,0,0,0
KRAN,9491.328691747523,0,0,0,0,0,0,0,0,0,0
KREDA,76705.44665667901,0,0,0,0,0,0,0,0,0,0
KREISH,41615.33657529817,0,0,0,0,0,0,0,0,0,0
KRU,10453.54496190574,0,0,0,114,0,0,0,0,114,0
KUBA,30902.2193956329,0,0,0,0,0,0,0,0,0,0
KUFRA,100060.9790627798,0,0,0,0,0,0,0,0,0,0
KUKU,2912.141967974567,0,0,0,0,0,0,0,0,0,0
KUKURUKU,6257.957363182004,0,0,0,541,0,0,0,0,541,0
KULANGO,23444.13154115964,0,0,0,0,0,0,0,0,0,0
KUMU,60750.58811343812,0,0,0,0,0,0,0,0,0,0
KUN,4910.074730477999,0,0,0,0,0,0,0,0,0,0
KUNAMA,5812.117803281195,0,0,0,0,0,0,0,0,0,0
KUNDA,49018.48462723209,0,0,0,0,0,0,0,0,0,0
KUNDU,7203.606006861021,0,0,0,1224,0,0,0,0,1224,0
KUNG,98768.2277927306,0,0,0,0,0,0,0,0,0,0
KUNTA,221378.228836221,0,0,0,0,0,0,0,0,0,0
KUNYI,17275.29481092482,0,0,0,2848,0,0,0,0,2848,0
"KURAMA, GURE (NE)",3360.403222937505,0,0,0,0,0,0,0,0,0,0
KURFEI,6499.823953129703,0,0,0,0,0,0,0,0,0,0
KUTSHU,47004.94384599751,0,0,0,118,0,0,0,0,118,0
KWANGARE,50392.59946427847,0,0,0,0,0,0,0,0,0,0
KWENA,18402.13213018079,0,0,0,0,0,0,0,0,0,0
KWERE,6082.333483141545,0,0,0,0,123,61,132,206,0,522
KWESE,6418.297396528517,0,0,0,235,0,0,0,0,235,0
LABWOR,2622.722687737568,0,0,0,0,0,0,0,0,0,0
LAGUAT,7124.245215500182,0,0,0,0,0,0,0,0,0,0
LAKA (ADAMAWA,26535.36707124744,0,0,0,0,0,0,0,0,0,0
LAKA (NDEBELE),14419.3915710881,0,0,0,0,0,0,0,0,0,0
LALA,41679.04287781899,0,364,0,1126,0,0,0,0,1490,0
LAMBA,90875.9733254802,0,0,0,563,0,0,0,0,563,0
LAMBYA,5429.480775498816,0,0,0,0,0,0,0,0,0,0
LANDUMA,2509.719516841408,366,0,0,57,0,0,0,0,423,0
LANGO,14826.03720850369,0,0,0,0,0,0,0,0,0,0
LELE,17017.89567314499,0,0,0,0,0,0,0,0,0,0
LENDU,8168.815640476157,0,0,0,0,0,0,0,0,0,0
LENGOLA,18712.16288298151,0,0,0,0,0,0,0,0,0,0
LENJE,35339.79974204433,0,0,0,0,0,0,0,0,0,0
LESE,12365.56051702213,0,0,0,0,0,0,0,0,0,0
LI,996.3831595334054,0,0,0,94,0,0,0,0,94,0
"LIGBI, DEGHA (SE)",2398.238328066309,0,0,0,0,0,0,0,0,0,0
LIKA,3974.739611126865,0,0,0,0,0,0,0,0,0,0
LILSE,4766.365230369168,0,0,0,0,0,0,0,0,0,0
LIMBA,5425.821340481511,0,0,5037,1200,0,0,0,0,6237,0
LIPTAKO,14090.35454376189,0,0,0,0,0,0,0,0,0,0
LISI,29389.25436891702,0,0,0,18,0,0,0,0,18,0
LOBI,12635.25581771896,0,0,0,0,0,0,0,0,0,0
LOGO,16586.42424062623,0,0,0,0,0,0,0,0,0,0
LOKELE,9076.2912411171,0,0,0,0,0,0,0,0,0,0
LOKO,2552.963481425661,0,0,0,457,0,0,0,0,457,0
LOMWE,101596.2744397529,0,0,0,1558,41,20,44,69,1558,174
LONGUDA,1525.048459801186,0,0,0,0,0,0,0,0,0,0
LOTUKO,15811.2757172066,0,0,0,0,0,0,0,0,0,0
LOVEDU,15098.71761130475,0,0,0,0,20,10,22,34,0,86
LOZI,44762.34355076246,0,0,0,0,0,0,0,0,0,0
LUAPULA,13576.08886728328,0,0,0,0,0,0,0,0,0,0
LUBA,192429.9085048238,0,0,450,0,0,0,0,0,450,0
LUCHAZI,37361.96537548412,0,0,0,0,0,0,0,0,0,0
LUGBARA,8444.201980505228,0,0,0,0,0,0,0,0,0,0
LUGURU,16215.6040451935,0,0,0,0,6014,3007,6457,10099,0,25577
LUIMBE,20834.59414442201,0,0,0,0,0,0,0,0,0,0
LUKOKWE,11291.017474219,0,0,0,0,0,0,0,0,0,0
LULUA,46472.6344286372,0,0,0,0,0,0,0,0,0,0
LUMBO,42584.41346858414,0,0,0,4883,0,0,0,0,4883,0
LUNDA,39525.65030395737,0,0,0,470,0,0,0,0,470,0
LUNGU,30883.18394820574,0,0,0,0,0,0,0,0,0,0
LUO,11105.89441548062,0,0,0,0,102,51,110,172,0,435
LUPOLO,26934.45985302472,0,78786,9783,54272,0,0,0,0,142841,0
LUVALE,73095.05894605401,0,0,0,1376,0,0,0,0,1376,0
LUWA,15451.15664123198,0,0,225,118,0,0,0,0,343,0
MAAZA,81725.90089012899,0,0,0,0,0,0,0,0,0,0
MABA,55704.95732161879,0,63,0,13,0,0,0,0,76,0
MACHA,44919.69409316113,0,0,0,0,4,2,4,7,0,17
MADA,7604.489695000472,0,0,0,0,0,0,0,0,0,0
MADI,12194.49690366488,0,0,0,0,0,0,0,0,0,0
MAGUZAWA,12374.98749493979,0,0,0,0,0,0,0,0,0,0
MAGWANGARA,28403.40322927892,0,0,0,0,6382,3191,6852,10717,0,27142
MAHAFALY,15795.92603785843,0,341,294,2095,0,0,1205,1161,2730,2366
MAHAMID,30903.82941279353,0,0,0,0,0,0,0,0,0,0
MAKA,11539.66740922452,0,0,0,0,0,0,0,0,0,0
MAKERE,12308.35951340776,0,0,0,118,0,0,0,0,118,0
MAKONDE,31481.27189071919,0,0,6911,966,2230,1115,2394,3744,7877,9483
MAKUA,144327.8151128413,0,0,49574,137099,8530,4265,9158,14324,186673,36277
MALINKE,257505.4843657946,6449,12709,306441,140529,0,0,0,0,466128,0
MAMA,1497.117342701041,0,0,0,0,0,0,0,0,0,0
MAMBILA,6385.158529228316,0,0,0,112,0,0,0,0,112,0
MAMPRUSI,5577.711989311655,0,0,0,0,0,0,0,0,0,0
MAMVU,11504.71345389438,0,0,675,0,0,0,0,0,675,0
MANALA,14118.18643857403,0,0,0,0,0,0,0,0,0,0
MANDARA,4741.793041582339,0,0,0,0,0,0,0,0,0,0
MANDJA,37282.0407468024,0,0,0,0,0,0,0,0,0,0
MANGA,25188.65247333532,3,0,0,71,0,0,0,0,74,0
MANGBETU,6313.059122656305,0,0,0,0,0,0,0,0,0,0
MANYIKA,32680.777789325,0,0,0,0,205,102,220,344,0,871
MAO,8786.06708138342,0,0,0,0,0,0,0,0,0,0
MARGI,5565.121945983966,0,0,0,0,0,0,0,0,0,0
MASA,10658.38821373097,0,0,0,0,0,0,0,0,0,0
MASAI,101296.0104990548,0,0,0,0,266,133,286,447,0,1132
MASALIT,15402.23032894695,0,0,0,0,0,0,0,0,0,0
MASHASHA,18779.81157184917,0,0,0,0,0,0,0,0,0,0
MASHI,25248.38609788279,0,0,0,0,0,0,0,0,0,0
MASINA,56306.28956617703,0,0,0,35,0,0,0,0,35,0
MASONGO,5150.418391691307,0,0,0,0,0,0,0,0,0,0
MATAKAM,2584.796452611018,0,0,0,0,0,0,0,0,0,0
MATENGO,5749.028606594939,0,0,0,0,20,10,22,34,0,86
MATMATA,2174.19061530686,0,0,0,0,0,0,0,0,0,0
MATUMBI,4407.421934204569,0,0,0,0,1064,532,1142,1786,0,4524
MAURI,5919.136054434422,0,0,0,0,0,0,0,0,0,0
"MAYOGO, BADJO (NE)",3907.853376267612,0,0,0,0,0,0,0,0,0,0
MBAE,5867.700614437998,0,0,0,0,41,20,44,69,0,174
MBAGANI,26479.35053907457,0,0,0,0,0,0,0,0,0,0
MBALA,19865.54255152864,0,0,0,0,0,0,0,0,0,0
MBANGALA,35431.43199831987,0,0,0,1376,0,0,0,0,1376,0
MBEMBE,2022.786783894948,41,0,0,17996,0,0,0,0,18037,0
MBERE,18905.11692956533,0,0,0,0,0,0,0,0,0,0
MBESA,5841.027288284447,0,0,0,118,0,0,0,0,118,0
MBOLE,39834.81206572233,0,0,0,0,0,0,0,0,0,0
MBUBULA,957.9491093838772,0,0,0,0,0,0,0,0,0,0
MBUGU,1698.653041499978,0,0,0,0,0,0,0,0,0,0
MBUGWE,2502.181032514537,0,0,0,0,0,0,0,0,0,0
MBUKUSHU,57076.53316960604,0,0,0,0,0,0,0,0,0,0
MBUM,21871.41421579699,0,0,0,0,0,0,0,0,0,0
MBUNDA,49546.37000417277,0,0,0,0,0,0,0,0,0,0
MBUNDU,97244.90802097916,0,0,28184,58008,0,0,0,0,86192,0
MBUNGA,12708.5353929446,0,0,0,0,0,0,0,0,0,0
MBWELA,81546.56895356845,0,0,0,787,0,0,0,0,787,0
MEBAN,22749.3431746087,0,0,0,0,0,0,0,0,0,0
MEDJI,5279.933941270574,0,0,0,0,0,0,0,0,0,0
MEKYIBO,1075.985681516096,0,0,0,0,0,0,0,0,0,0
MENASSER,2105.810624614892,0,0,0,0,0,0,0,0,0,0
MENDE,22926.25797706226,0,0,2159,9311,0,0,0,0,11470,0
MERARIT,13198.94374581108,0,0,0,0,0,0,0,0,0,0
MERINA,90563.05893031294,0,1953,1683,12009,0,0,6906,6659,15645,13565
MERU,15612.16928637642,0,0,0,0,20,10,22,34,0,86
MESSIRIA,48650.49205186799,0,0,0,0,0,0,0,0,0,0
MIDOBI,11544.97773788711,0,0,0,0,0,0,0,0,0,0
MIJERTEIN,201265.2745199208,0,0,0,0,0,0,0,0,0,0
MIMI,6844.507810333542,0,0,0,0,0,0,0,0,0,0
MINIANKA,44156.93355415139,0,0,0,35,0,0,0,0,35,0
MITTU,25026.41310337261,0,0,0,0,0,0,0,0,0,0
MITUKU,11546.85762590218,0,0,0,0,0,0,0,0,0,0
MOBA,4343.525448460432,0,0,0,0,0,0,0,0,0,0
MOBER,3235.916341527653,0,0,0,0,0,0,0,0,0,0
MOMBERA,10411.83502724855,0,0,0,0,0,0,0,0,0,0
MONDARI,11513.92804620339,0,0,0,0,0,0,0,0,0,0
MONGO,42201.88254755034,0,0,0,118,0,0,0,0,118,0
MOROCCANS,71193.93452150753,0,0,0,0,0,0,0,0,0,0
MORU,10128.0202142521,0,0,0,0,0,0,0,0,0,0
MOSSI,66849.67183337554,0,0,517,157,0,0,0,0,674,0
MPEZENI,8209.286716453325,0,0,0,0,0,0,0,0,0,0
MPONGWE,17925.76592548825,0,589,0,4883,0,0,0,0,5472,0
MUBI,9759.429207152734,0,0,0,0,0,0,0,0,0,0
MUM,6138.168007388031,0,0,3059,188,0,0,0,0,3247,0
MUMUYE,5355.374376558411,0,0,588,18,0,0,0,0,606,0
MUNDANG,11645.16798104455,0,0,0,0,0,0,0,0,0,0
MUNDU,7727.778249991927,0,0,222,671,0,0,0,0,893,0
MURLE,45089.70903106167,0,0,0,0,0,0,0,0,0,0
MUSGU,7596.045818052563,0,0,0,0,0,0,0,0,0,0
MWERA,21323.25350008005,0,0,0,0,2271,1135,2438,3813,0,9657
MZAB,30353.2710115707,0,0,0,0,0,0,0,0,0,0
NAFANA,1890.399983978169,0,0,0,0,0,0,0,0,0,0
NAIL,32243.40663226289,0,0,0,0,0,0,0,0,0,0
NAJI,4081.785228010869,0,0,0,0,0,0,0,0,0,0
NALU,2316.900147517538,2740,3975,1272,577,0,0,0,0,8564,0
NAMA,264068.746041427,0,0,0,0,0,0,0,0,0,0
NAMIB,49838.35262724818,0,0,0,0,0,0,0,0,0,0
NAMSHI,5067.417269691252,0,0,0,0,0,0,0,0,0,0
NANDI,7067.45530023775,0,0,0,0,0,0,0,0,0,0
NARON,49116.32460160584,0,0,0,0,0,0,0,0,0,0
NAUDEBA,1182.800755026678,0,0,0,0,0,0,0,0,0,0
NDAKA,28411.53394932654,0,0,0,0,0,0,0,0,0,0
NDAMBA,4473.288838620309,0,0,0,0,409,205,439,687,0,1740
NDAU,63413.29221989463,0,0,0,0,61,31,66,103,0,261
NDEBELE,94306.88314898053,0,0,0,0,0,0,0,0,0,0
NDEMBU,104568.1489996058,0,0,0,393,0,0,0,0,393,0
NDOB,2329.776412293529,0,0,0,3200,0,0,0,0,3200,0
NDOGO,72774.03276310569,0,0,0,197,0,0,0,0,197,0
NDOKO,22569.87122533126,0,0,0,0,0,0,0,0,0,0
NDOMBE,41661.29275918072,0,0,0,3736,0,0,0,0,3736,0
NDORO,1761.654203146663,0,0,0,0,0,0,0,0,0,0
NDUKA,43244.6346143776,0,0,0,0,0,0,0,0,0,0
NEFUSA,14209.04840976727,0,0,0,0,0,0,0,0,0,0
NEN,3946.075040808479,0,0,0,659,0,0,0,0,659,0
NGALA,49938.47695169563,0,0,0,549,0,0,0,0,549,0
NGAMA,13583.7493786738,0,0,0,0,0,0,0,0,0,0
NGANDU,54071.91568499156,0,0,0,0,0,0,0,0,0,0
NGBANDI,27660.72440359185,0,0,0,588,0,0,0,0,588,0
NGBELE,2481.279982327985,0,0,0,0,0,0,0,0,0,0
NGE,1955.113397024988,0,0,0,0,0,0,0,0,0,0
NGERE,26654.9228717165,0,0,359,155,0,0,0,0,514,0
NGINDO,51769.60327914833,0,0,0,0,17715,8858,19019,29748,0,75340
NGIZIM,7995.495731222037,0,0,0,36,0,0,0,0,36,0
NGOMBE,12679.40999404665,0,0,225,235,0,0,0,0,460,0
NGONGO,3274.812511093109,0,0,0,0,0,0,0,0,0,0
NGONI,,0,0,0,0,82,41,88,137,0,348
NGONYELU,64363.22721478184,0,0,0,393,0,0,0,0,393,0
NGUMBA,14459.1137898665,0,0,0,0,0,0,0,0,0,0
NGUMBE,34346.35607506386,0,0,0,6096,0,0,0,0,6096,0
NGURU,10951.89875677468,0,0,0,0,859,430,922,1443,0,3654
NGWAKETSE,15953.98834742454,0,0,0,0,0,0,0,0,0,0
NGWATO,63458.36555776451,0,0,0,0,0,0,0,0,0,0
NKOLE,16265.24943938532,0,0,0,0,0,0,0,0,0,0
NKOYA,14901.12214745872,0,0,0,0,0,0,0,0,0,0
NKUNDO,32311.56425487837,0,0,0,0,0,0,0,0,0,0
NONO,2873.623238959997,0,0,0,0,0,0,0,0,0,0
NSAW,2282.313822381972,0,0,0,471,0,0,0,0,471,0
NSENGA,16886.88473267362,0,0,0,0,20,10,22,34,0,86
NSUNGLI,2018.723403153553,0,0,0,0,0,0,0,0,0,0
NUBIAN,,0,0,0,0,41,20,44,69,0,174
NUER,74667.77868097785,0,0,0,0,0,0,0,0,0,0
NUKWE,20525.15261539054,0,0,0,0,0,0,0,0,0,0
NUNUMA,13614.28221948004,0,0,0,0,0,0,0,0,0,0
NUPE,25359.81832093206,318,0,50768,7465,0,0,0,0,58551,0
NUSAN,141845.9048581479,0,0,0,0,0,0,0,0,0,0
NYAKYUSA,7858.997531451369,0,0,0,0,2455,1227,2635,4122,0,10439
NYAMWEZI,88221.89811584949,0,0,0,0,13501,6751,14495,22672,0,57419
NYANEKA,42749.10413678944,0,0,0,0,0,0,0,0,0,0
NYANGIYA,2109.785540037931,0,0,0,0,0,0,0,0,0,0
NYANJA,23911.71549766713,0,0,0,82781,511,256,549,859,82781,2175
NYARI,4269.551661441806,0,0,0,0,0,0,0,0,0,0
NYASA,13383.2158852227,0,0,0,0,30848,15424,33119,51801,0,131192
NYIMA,3681.780255207738,0,0,0,0,0,0,0,0,0,0
NYORO,13800.21927962535,0,0,0,0,0,0,0,0,0,0
NZANKARA,10774.40411062941,0,0,0,0,0,0,0,0,0,0
ODODOP,2079.074563814374,0,0,0,0,0,0,0,0,0,0
OGADEN,174514.3369164398,0,0,0,0,0,0,0,0,0,0
OHEKWE,105762.5270077542,0,0,0,0,0,0,0,0,0,0
OKORO,19801.01846114757,0,0,0,0,0,0,0,0,0,0
OMETO,25680.16388889703,0,0,0,0,0,0,0,0,0,0
ORRI,2406.527046484068,0,0,0,0,0,0,0,0,0,0
PADANG,30218.34160825299,0,0,0,0,0,0,0,0,0,0
PANDE,19187.22594534343,0,0,0,0,0,0,0,0,0,0
PARE,7086.41252298166,0,0,0,0,675,338,725,1134,0,2872
PARI,2741.917742472623,0,0,0,0,0,0,0,0,0,0
PEDI,66744.17298267067,0,0,0,0,0,0,0,0,0,0
PEMBA,941.023749122179,0,0,0,0,205,102,220,344,0,871
PENDE,18277.51220657038,0,0,0,0,0,0,0,0,0,0
PEPEL,4015.28710461639,9141,16321,1982,1326,0,0,0,0,28770,0
PIMBWE,9978.34171471541,0,0,0,0,0,0,0,0,0,0
PODOKWO,1078.5261335231,0,0,0,0,0,0,0,0,0,0
POGORO,9736.575723947826,0,0,0,0,20,10,22,34,0,86
POKOMO,11930.15943440859,0,0,0,0,20,10,22,34,0,86
PONDO,11578.95831654805,0,0,0,0,0,0,0,0,0,0
POPO,1771.119303764744,0,25422,2915,47045,0,0,0,0,75382,0
POPOI,5391.542664677778,0,0,0,0,0,0,0,0,0,0
POTO,9118.878169995465,0,590,59365,2822,0,0,0,0,62777,0
PUKU,10236.75794548906,0,0,0,0,0,0,0,0,0,0
RANGI,4341.906481501055,0,0,0,0,0,0,0,0,0,0
REGA,62703.81077942262,0,0,0,0,0,0,0,0,0,0
REGEIBAT,354377.3240707411,0,0,0,0,0,0,0,0,0,0
RENDILE,26284.71806100318,0,0,0,0,2,1,2,4,0,9
RESHE,3314.719663693636,0,0,0,0,0,0,0,0,0,0
RESHIAT,12491.97048643715,0,0,0,0,0,0,0,0,0,0
RIBI,,0,0,0,0,20,10,22,34,0,86
RIF,20280.25316239339,0,0,0,0,0,0,0,0,0,0
RIYAH,251032.6805435198,0,0,0,0,0,0,0,0,0,0
ROLONG,69140.45715660347,0,0,0,0,0,0,0,0,0,0
RONGA,21154.36615076553,0,0,0,0,0,0,0,0,0,0
RUANDA,23205.95071929094,0,0,0,0,0,0,0,0,0,0
RUARHA,7383.656164770802,0,0,0,0,0,0,0,0,0,0
RUFFA,68005.64582483366,0,0,0,0,0,0,0,0,0,0
RUMBI,10547.1881691145,0,0,0,118,0,0,0,0,118,0
RUNDI,31092.88272401698,0,0,0,0,20,10,22,34,0,86
RUNGA,50775.51935733462,0,0,0,0,0,0,0,0,0,0
SAADI,171706.195568438,0,0,0,0,0,0,0,0,0,0
SAB,111105.5739831558,0,0,0,0,0,0,0,0,0,0
SABEI,3274.554774100427,0,0,0,0,0,0,0,0,0,0
SAFWA,13951.73085284522,0,0,0,0,0,0,0,0,0,0
SAGARA,17434.31001588991,0,0,0,0,10228,5114,10981,17175,0,43498
SAHEL,10927.67776153281,0,0,0,0,0,0,0,0,0,0
SAHO,10523.81723264181,0,0,0,0,0,0,0,0,0,0
SAKALAVA,205705.044899296,0,4436,3823,27276,0,0,15687,15125,35535,30812
SAKATA,34583.03195385142,0,0,0,588,20,10,22,34,588,86
SALA,38537.36654017598,0,0,0,0,0,0,0,0,0,0
SAMBURU,43156.86187275476,0,0,0,0,0,0,0,0,0,0
SAMO,8176.136920071966,0,0,0,0,0,0,0,0,0,0
SANDAWE,6676.654506997004,0,0,0,0,0,0,0,0,0,0
SANGA,53669.01708735405,0,0,2434,5909,0,0,0,0,8343,0
SANGU,17296.0951758755,0,0,0,0,0,0,0,0,0,0
SANUSI,193377.5232643866,0,0,0,0,0,0,0,0,0,0
SANYE,30466.79146362313,0,0,0,0,0,0,0,0,0,0
SAPO,6706.692527199602,0,0,0,0,0,0,0,0,0,0
SEGEJU,10841.16126185293,0,0,0,0,164,82,176,275,0,697
SEKE,7678.870783917719,0,0,0,1392,0,0,0,0,1392,0
SELE,16598.5828864433,0,0,0,2753,0,0,0,0,2753,0
SELIM,30053.7899200955,0,0,0,0,0,0,0,0,0,0
SENA,23417.66956794567,0,0,0,88803,0,0,0,0,88803,0
SENGA,15443.30758167753,0,0,0,0,675,338,725,1134,0,2872
SENUFO,61526.9880596783,0,0,0,0,0,0,0,0,0,0
SERER,16560.90302894948,137,435,1291,511,0,0,0,0,2374,0
SHAIKIA,32261.38772455338,0,0,0,0,0,0,0,0,0,0
SHAMBALA,6424.846497815365,0,0,0,0,880,440,944,1477,0,3741
SHASHI,15437.08256637213,0,0,0,0,0,0,0,0,0,0
SHAWIA,36415.33182366446,0,0,0,0,0,0,0,0,0,0
SHEBELLE,8583.264125504604,0,0,0,0,0,0,0,0,0,0
SHERBRO,8202.167839998348,0,0,0,2685,0,0,0,0,2685,0
SHILA,17119.92561627891,0,0,0,0,0,0,0,0,0,0
SHILLUK,14052.41841222327,0,0,0,0,0,0,0,0,0,0
SHLUH,64135.11620733676,0,0,0,0,0,0,0,0,0,0
SHOGO,18103.42270068001,0,0,0,376,0,0,0,0,376,0
SHUKRIA,49988.32259763435,0,0,0,0,0,0,0,0,0,0
SHUWA,35944.47335954141,0,0,0,0,0,0,0,0,0,0
SIA,8230.929997545347,0,0,0,0,0,0,0,0,0,0
SIDI,110649.7495458637,0,0,0,0,0,0,0,0,0,0
SIHANAKA,14247.09787673806,0,307,265,1889,0,0,1087,1048,2461,2135
SILA,18904.93311446804,0,0,0,0,0,0,0,0,0,0
SINZA,13790.06788434395,0,0,0,0,41,20,44,69,0,174
SIRTICANS,68944.03600961959,0,0,0,0,0,0,0,0,0,0
SIWA,20306.84895230974,0,0,0,0,0,0,0,0,0,0
SOGA,14157.48362796784,0,0,0,0,41,20,44,69,0,174
SOKO,6780.568640933855,0,0,0,2586,0,0,0,0,2586,0
SOKOTO,25094.5528263906,0,0,0,0,0,0,0,0,0,0
SOLIMAN,6934.389606452767,0,0,0,0,0,0,0,0,0,0
SOMALI,,0,0,0,0,41,20,44,69,0,174
SOMBA,8921.480462279378,0,0,1715,0,0,0,0,0,1715,0
SOMRAI,12601.37996891447,0,0,766,0,0,0,0,0,766,0
SONGE,72790.30788606632,0,0,0,0,0,0,0,0,0,0
SONGHAI,62885.25185653532,0,0,0,35,0,0,0,0,35,0
SONGO,36740.55709728319,0,0,0,7866,0,0,0,0,7866,0
SONGOLA,36364.20799156469,0,0,0,0,20,10,22,34,0,86
SONGOMENO,15629.59049991085,0,0,0,0,0,0,0,0,0,0
SONINKE,79667.29253676026,0,0,0,994,0,0,0,0,994,0
SONJO,1538.454053539444,0,0,0,0,0,0,0,0,0,0
SOTHO,116584.2777051345,0,0,0,0,0,0,0,0,0,0
SUAFA,14697.0823121823,0,0,0,0,0,0,0,0,0,0
SUBIA,25536.34767964932,0,0,0,0,0,0,0,0,0,0
SUK,18834.13375221939,0,0,0,0,0,0,0,0,0,0
SUKU,9453.986517044792,0,0,1799,3292,0,0,0,0,5091,0
SUKUMA,39386.44840440837,0,0,1238,1203,552,276,593,927,2441,2348
SUMBWA,7934.635550757638,0,0,0,0,20,10,22,34,0,86
SUNDI,24463.86713517795,0,0,0,12296,0,0,0,0,12296,0
SURI,17365.0268700266,0,0,0,0,0,0,0,0,0,0
SUSU,35038.4386764983,1006,949,66294,13265,0,0,0,0,81514,0
SWAZI,29258.44066824106,0,0,0,0,0,0,0,0,0,0
TABWA,43980.33509266114,0,0,0,0,0,0,0,0,0,0
TAGALI,6381.012793127322,0,0,0,0,0,0,0,0,0,0
TAJAKANT,110206.296226053,0,0,0,0,0,0,0,0,0,0
TALODI,3914.641282280569,0,0,0,0,0,0,0,0,0,0
TAMA,18076.52330605241,0,0,0,0,0,0,0,0,0,0
TANALA,37986.50780436068,0,819,706,5037,0,0,2897,2793,6562,5690
TANGALE,3763.94749692095,0,0,0,0,0,0,0,0,0,0
TANNEKWE,17395.87811713431,0,0,0,0,0,0,0,0,0,0
TASUMSA,9749.66041576765,0,0,0,0,0,0,0,0,0,0
TATOGA,2178.514572880924,0,0,0,0,123,61,132,206,0,522
TAWANA,20295.32729120715,0,0,0,0,0,0,0,0,0,0
TAWARA,53585.97629364995,0,0,0,0,0,0,0,0,0,0
TAZARAWA,31365.27010696492,0,0,0,0,0,0,0,0,0,0
TEDA,607853.9073971929,0,0,0,0,0,0,0,0,0,0
TEITA,17273.44908704533,0,0,0,0,82,41,88,137,0,348
TEKE,127117.1301038317,2620,20644,748,41034,0,0,0,0,65046,0
TEKNA,70204.72290455247,0,0,0,0,0,0,0,0,0,0
TEM,7953.345277143966,1475,16516,31025,116,0,0,0,0,49132,0
TEMAIN,1939.883851513807,0,0,0,0,0,0,0,0,0,0
TEMBU,21084.06918202715,0,0,0,235,0,0,0,0,235,0
TEMNE,15640.24678431949,2363,2072,15110,21250,0,0,0,0,40795,0
TENDA,4460.236159542147,0,0,0,95,0,0,0,0,95,0
TERA,8079.748534209926,0,0,0,0,0,0,0,0,0,0
TESO,9543.824768950895,0,0,0,0,0,0,0,0,0,0
TETELA,82799.36823596767,0,0,0,1058,0,0,0,0,1058,0
THONGA,56554.95843344912,0,0,0,0,0,0,0,0,0,0
TIENGA,3929.10613633366,0,0,0,0,0,0,0,0,0,0
TIGON,5727.58463063649,0,0,0,0,0,0,0,0,0,0
TIGRE,23317.38982680079,0,0,0,0,0,0,0,0,0,0
TIGRINYA,64754.96575760832,0,0,0,0,0,0,0,0,0,0
TIKAR,9400.315692700482,0,0,0,1035,0,0,0,0,1035,0
TIV,22600.28703030777,0,0,0,361,0,0,0,0,361,0
TLHAPING,26006.47501405956,0,0,0,0,0,0,0,0,0,0
TLHARU,29332.32977639465,0,0,0,0,0,0,0,0,0,0
TLOKWA,35132.98030581177,0,0,0,0,0,0,0,0,0,0
TOMA,9976.573699184639,0,0,2796,495,0,0,0,0,3291,0
TONGA,67166.96947853355,0,0,0,0,61,31,66,103,0,261
TOPOKE,8840.253982103397,0,0,0,0,0,0,0,0,0,0
TOPOTHA,27060.87644873304,0,0,0,0,0,0,0,0,0,0
TORO,13689.42128750632,0,0,0,0,0,0,0,0,0,0
TOTELA,18443.14974627166,0,0,0,0,0,0,0,0,0,0
TRARZA,64414.13539115417,0,0,0,97,0,0,0,0,97,0
TRIBU,2991.859976783361,0,0,0,0,0,0,0,0,0,0
TRIPOLITANIANS,46852.05735994555,0,0,0,0,0,0,0,0,0,0
TSIMIHETY,23129.57434158827,0,499,430,3067,0,0,1764,1701,3996,3465
TUAT,153681.730315785,0,0,0,0,0,0,0,0,0,0
TUBURI,4830.128329689714,0,0,0,0,0,0,0,0,0,0
TUKULOR,35016.7999563614,0,0,0,0,0,0,0,0,0,0
TULAMA,48894.00970757249,0,0,0,0,4,2,5,7,0,18
TUMBUKA,24331.70072405524,0,0,0,788,2700,1350,2899,4534,788,11483
TUMTUM,9997.21546337488,0,0,0,0,0,0,0,0,0,0
TUNGUR,12384.74131262313,0,0,0,0,0,0,0,0,0,0
TUNISIANS,27672.08273086736,0,0,0,0,0,0,0,0,0,0
TURKANA,50019.17702880509,0,0,0,0,0,0,0,0,0,0
TURU,13504.9278126873,0,0,0,0,798,399,857,1340,0,3394
TUSYAN,6586.357577905258,0,0,0,0,0,0,0,0,0,0
UDALAN,64293.03945079929,0,0,0,0,0,0,0,0,0,0
UNGA,7236.387828824782,0,0,0,0,0,0,0,0,0,0
UREGU,3999.858598194664,0,0,0,0,0,0,0,0,0,0
