date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,6,2,0.0,8.7,2,71,03:24 PM,04:47 AM,08:19 AM,05:55 PM,-5,-0,4,-0,36,15,51,0.0,1024,6,10,253,24,21817
2015-01-02,7,4,0.0,8.7,3,78,04:11 PM,05:46 AM,08:19 AM,05:55 PM,1,3,6,3,16,17,70,0.0,1026,7,10,186,10,21817
2015-01-03,10,6,0.0,3.5,2,85,05:01 PM,06:40 AM,08:19 AM,05:56 PM,5,5,8,5,21,70,82,2.9,1029,10,9,95,13,21817
2015-01-04,16,10,0.0,8.7,3,92,05:54 PM,07:31 AM,08:20 AM,05:57 PM,12,12,13,12,57,65,93,4.6,1015,16,10,222,30,21817
2015-01-05,7,1,0.0,8.7,2,99,06:49 PM,08:16 AM,08:20 AM,05:58 PM,-2,-0,5,-0,39,9,61,0.0,1026,7,10,318,27,21817
2015-01-06,5,-1,0.1,7.0,1,95,07:44 PM,08:57 AM,08:20 AM,05:59 PM,-6,-3,1,-3,20,52,62,0.2,1024,5,9,132,15,21817
2015-01-07,1,-6,0.0,6.6,1,88,08:39 PM,09:34 AM,08:20 AM,06:00 PM,-9,-9,-2,-9,37,72,61,0.1,1021,1,6,316,31,21817
2015-01-08,-4,-9,0.0,9.8,2,81,09:35 PM,10:08 AM,08:19 AM,06:01 PM,-14,-14,-6,-14,32,21,55,0.2,1032,-4,9,285,26,21817
2015-01-09,5,-1,0.0,9.8,2,74,10:29 PM,10:39 AM,08:19 AM,06:02 PM,-7,-5,2,-5,41,23,51,0.0,1023,5,10,226,30,21817
2015-01-10,-2,-5,0.0,9.8,2,68,11:24 PM,11:09 AM,08:19 AM,06:03 PM,-11,-9,-3,-9,22,1,54,0.0,1034,-2,10,286,17,21817
2015-01-11,5,-2,0.0,9.9,2,61,No moonrise,11:39 AM,08:19 AM,06:04 PM,-5,-2,2,-2,18,21,61,0.0,1037,5,10,178,12,21817
2015-01-12,10,4,0.0,4.9,2,54,12:19 AM,12:10 PM,08:19 AM,06:04 PM,5,3,6,3,19,92,91,21.2,1026,10,9,225,12,21817
2015-01-13,2,1,0.0,8.3,1,47,01:15 AM,12:42 PM,08:19 AM,06:05 PM,-1,-4,2,-4,37,62,80,3.9,1031,2,10,60,28,21817
2015-01-14,3,1,0.0,4.9,1,41,02:12 AM,01:17 PM,08:18 AM,06:06 PM,0,-4,1,-4,32,95,92,18.2,1026,3,8,54,23,21817
2015-01-15,2,-1,0.0,9.9,1,34,03:11 AM,01:57 PM,08:18 AM,06:07 PM,-2,-3,1,-3,18,37,82,0.0,1021,2,10,302,12,21817
2015-01-16,5,1,0.0,9.9,2,27,04:11 AM,02:42 PM,08:18 AM,06:09 PM,-1,-1,3,-1,27,5,74,0.0,1018,5,10,288,17,21817
2015-01-17,3,-2,0.0,9.9,1,20,05:11 AM,03:34 PM,08:17 AM,06:10 PM,-7,-4,1,-4,26,15,58,0.0,1027,3,10,96,17,21817
2015-01-18,10,5,0.0,6.6,2,13,06:10 AM,04:32 PM,08:17 AM,06:11 PM,6,4,7,4,35,79,92,47.4,1014,10,7,228,18,21817
2015-01-19,6,4,0.0,10.0,3,7,07:06 AM,05:37 PM,08:16 AM,06:12 PM,1,1,5,1,23,21,77,0.1,1015,6,10,242,13,21817
2015-01-20,7,3,0.0,9.9,2,0,07:58 AM,06:46 PM,08:16 AM,06:13 PM,1,3,5,3,18,44,73,0.0,1014,7,10,68,10,21817
2015-01-21,4,1,0.0,6.6,1,7,08:45 AM,07:57 PM,08:15 AM,06:14 PM,1,-2,3,-2,26,78,85,12.5,1019,4,8,73,18,21817
2015-01-22,6,1,0.0,10.0,1,14,09:29 AM,09:09 PM,08:15 AM,06:15 PM,0,-0,3,-0,16,51,84,0.1,1025,6,10,230,10,21817
2015-01-23,4,2,0.0,10.0,1,20,10:08 AM,10:19 PM,08:14 AM,06:16 PM,-1,0,3,0,13,48,74,3.2,1024,4,9,125,9,21817
2015-01-24,4,3,0.0,6.7,1,27,10:47 AM,11:28 PM,08:14 AM,06:17 PM,3,-1,4,-1,40,71,91,42.0,1002,4,8,291,26,21817
2015-01-25,7,3,0.0,10.1,3,34,11:25 AM,No moonset,08:13 AM,06:18 PM,1,1,5,1,29,15,78,0.0,1011,7,10,229,17,21817
2015-01-26,8,2,0.0,6.7,2,41,12:03 PM,12:34 AM,08:12 AM,06:19 PM,3,1,5,1,42,83,86,7.1,1006,8,8,101,26,21817
2015-01-27,1,-1,0.0,5.0,1,48,12:42 PM,01:39 AM,08:12 AM,06:20 PM,-2,-7,0,-7,46,92,84,0.2,1008,1,6,336,34,21817
2015-01-28,2,-3,0.0,10.1,2,54,01:25 PM,02:41 AM,08:11 AM,06:22 PM,-7,-8,-1,-8,43,21,64,0.0,1021,2,9,336,33,21817
2015-01-29,3,-2,0.0,6.7,1,61,02:10 PM,03:40 AM,08:10 AM,06:23 PM,-6,-4,1,-4,26,51,60,0.2,1024,3,9,192,18,21817
2015-01-30,4,-3,0.0,6.7,1,68,02:58 PM,04:35 AM,08:10 AM,06:24 PM,-3,-5,2,-5,52,73,70,3.1,1017,4,8,297,36,21817
2015-01-31,0,-5,0.0,10.2,2,75,03:49 PM,05:27 AM,08:09 AM,06:25 PM,-10,-10,-2,-10,39,6,55,0.0,1025,0,10,320,31,21817
2015-02-01,4,-1,0.0,10.0,1,81,04:42 PM,06:13 AM,08:08 AM,06:26 PM,-4,-1,2,-1,23,54,65,1.0,1023,4,10,136,14,21817
2015-02-02,10,-2,0.0,6.7,2,88,05:37 PM,06:56 AM,08:07 AM,06:27 PM,3,-1,5,-1,71,75,84,7.9,1005,10,9,261,41,21817
2015-02-03,-1,-3,0.0,10.2,2,95,06:32 PM,07:34 AM,08:06 AM,06:28 PM,-10,-7,-2,-7,29,6,52,0.0,1026,-1,10,285,21,21817
2015-02-04,7,1,0.0,10.2,2,98,07:28 PM,08:09 AM,08:05 AM,06:29 PM,-2,-1,4,-1,42,33,68,0.0,1023,7,10,197,25,21817
2015-02-05,4,-4,0.0,10.3,2,92,08:22 PM,08:41 AM,08:04 AM,06:31 PM,-4,-6,1,-6,48,16,71,0.0,1018,4,10,316,34,21817
2015-02-06,2,-5,0.0,10.3,2,85,09:17 PM,09:12 AM,08:03 AM,06:32 PM,-12,-8,-2,-8,29,13,47,0.0,1026,2,10,279,21,21817
2015-02-07,7,0,0.0,10.3,2,78,10:11 PM,09:42 AM,08:02 AM,06:33 PM,-4,-0,3,-0,27,16,58,0.0,1020,7,10,205,15,21817
2015-02-08,12,5,0.0,10.3,3,71,11:07 PM,10:12 AM,08:01 AM,06:34 PM,4,4,8,4,37,13,78,0.0,1013,12,10,218,18,21817
2015-02-09,7,3,0.0,6.8,2,64,No moonrise,10:43 AM,08:00 AM,06:35 PM,4,2,6,2,36,65,85,2.1,1011,7,10,120,22,21817
2015-02-10,2,-0,0.1,5.4,1,58,12:02 AM,11:17 AM,07:59 AM,06:36 PM,-0,-6,1,-6,47,99,89,14.0,1014,2,6,14,34,21817
2015-02-11,3,-1,0.1,10.0,1,51,12:59 AM,11:53 AM,07:58 AM,06:37 PM,-2,-4,1,-4,29,49,78,0.1,1016,3,10,135,21,21817
2015-02-12,4,-2,0.0,5.4,1,44,01:57 AM,12:34 PM,07:57 AM,06:38 PM,-2,-3,2,-3,33,63,76,1.2,1012,4,7,272,23,21817
2015-02-13,-4,-7,0.0,10.8,1,37,02:55 AM,01:21 PM,07:56 AM,06:40 PM,-14,-13,-5,-13,34,17,48,0.1,1023,-4,8,311,28,21817
2015-02-14,5,-2,0.0,8.5,1,31,03:53 AM,02:14 PM,07:55 AM,06:41 PM,-8,-5,1,-5,50,42,52,3.7,1011,5,9,223,34,21817
2015-02-15,-6,-9,0.0,10.9,1,24,04:49 AM,03:15 PM,07:54 AM,06:42 PM,-15,-19,-8,-19,63,27,57,1.9,1018,-6,8,314,54,21817
2015-02-16,-7,-11,6.2,7.0,1,17,05:42 AM,04:20 PM,07:53 AM,06:43 PM,-14,-16,-9,-16,26,67,69,7.3,1026,-7,7,258,21,21817
2015-02-17,-5,-7,16.3,10.1,1,10,06:31 AM,05:30 PM,07:51 AM,06:44 PM,-8,-13,-6,-13,30,62,87,28.4,1013,-5,6,227,22,21817
2015-02-18,-2,-5,0.0,10.1,1,3,07:18 AM,06:42 PM,07:50 AM,06:45 PM,-8,-10,-4,-10,27,38,75,1.0,1012,-2,9,107,18,21817
2015-02-19,-9,-11,0.0,7.0,1,3,08:00 AM,07:55 PM,07:49 AM,06:46 PM,-14,-20,-9,-20,51,59,68,0.2,1018,-9,9,304,34,21817
2015-02-20,-10,-15,0.0,11.0,2,10,08:40 AM,09:07 PM,07:48 AM,06:47 PM,-16,-21,-12,-21,36,26,72,0.0,1030,-10,9,294,23,21817
2015-02-21,2,-10,0.0,7.0,1,17,09:20 AM,10:17 PM,07:46 AM,06:48 PM,-5,-9,-3,-9,29,54,84,7.9,1029,2,9,191,16,21817
2015-02-22,4,1,0.0,5.5,1,24,10:00 AM,11:26 PM,07:45 AM,06:49 PM,3,-1,3,-1,25,95,98,7.0,1022,4,7,271,13,21817
2015-02-23,1,-7,0.0,8.6,1,30,10:40 AM,No moonset,07:44 AM,06:50 PM,-5,-9,-2,-9,34,58,82,1.5,1027,1,6,138,23,21817
2015-02-24,-4,-9,0.3,5.5,1,37,11:23 AM,12:31 AM,07:43 AM,06:51 PM,-10,-11,-6,-11,16,59,76,0.4,1023,-4,9,102,11,21817
2015-02-25,2,-4,0.0,11.1,2,44,12:08 PM,01:33 AM,07:41 AM,06:52 PM,-5,-5,-1,-5,16,20,77,0.0,1014,2,10,221,9,21817
2015-02-26,-0,-5,9.8,7.1,1,51,12:56 PM,02:30 AM,07:40 AM,06:53 PM,-3,-7,-1,-7,30,80,90,15.8,1014,-0,4,37,20,21817
2015-02-27,-1,-6,0.3,7.1,1,58,01:46 PM,03:24 AM,07:38 AM,06:55 PM,-5,-7,-3,-7,16,62,86,0.4,1029,-1,8,134,9,21817
