date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,3,-4,0.0,8.7,2,71,03:24 PM,04:52 AM,08:26 AM,05:53 PM,-13,-6,-1,-6,28,15,40,0.0,1022,3,10,244,16,21087
2015-01-02,5,-1,0.0,8.7,2,78,04:10 PM,05:51 AM,08:26 AM,05:54 PM,-5,-3,1,-3,23,18,62,0.0,1026,5,10,284,12,21087
2015-01-03,4,-1,0.0,3.5,1,85,05:00 PM,06:46 AM,08:26 AM,05:54 PM,-1,-2,2,-2,17,66,82,2.2,1029,4,9,74,9,21087
2015-01-04,14,4,0.0,3.5,3,92,05:53 PM,07:37 AM,08:26 AM,05:55 PM,8,5,9,5,31,82,94,6.9,1013,14,9,232,18,21087
2015-01-05,1,-5,0.0,7.0,1,99,06:48 PM,08:21 AM,08:26 AM,05:56 PM,-9,-7,-1,-7,39,16,58,0.5,1025,1,9,299,26,21087
2015-01-06,-4,-8,5.4,3.5,1,95,07:44 PM,09:02 AM,08:26 AM,05:57 PM,-10,-10,-6,-10,14,66,73,6.4,1025,-4,5,242,9,21087
2015-01-07,-7,-13,0.1,7.0,1,88,08:40 PM,09:39 AM,08:26 AM,05:58 PM,-13,-17,-9,-17,35,33,73,0.1,1022,-7,9,295,22,21087
2015-01-08,-11,-15,0.0,8.7,2,81,09:36 PM,10:12 AM,08:26 AM,05:59 PM,-16,-21,-13,-21,28,18,78,0.0,1031,-11,10,249,17,21087
2015-01-09,-1,-8,0.0,9.7,1,74,10:31 PM,10:42 AM,08:26 AM,06:00 PM,-10,-12,-5,-12,30,37,69,0.1,1021,-1,9,252,18,21087
2015-01-10,-8,-14,0.0,9.8,2,68,11:27 PM,11:12 AM,08:25 AM,06:01 PM,-14,-17,-11,-17,21,1,75,0.0,1034,-8,10,275,12,21087
2015-01-11,-0,-10,0.0,9.8,2,61,No moonrise,11:41 AM,08:25 AM,06:02 PM,-8,-9,-4,-9,19,29,78,0.0,1036,-0,10,178,10,21087
2015-01-12,2,0,0.0,4.9,1,54,12:22 AM,12:11 PM,08:25 AM,06:03 PM,-1,-3,1,-3,19,89,91,22.5,1026,2,7,183,11,21087
2015-01-13,-5,-7,0.6,9.8,2,47,01:19 AM,12:43 PM,08:25 AM,06:04 PM,-8,-12,-5,-12,28,24,76,0.7,1033,-5,9,62,19,21087
