date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,4,-2,0.0,8.7,2,71,03:28 PM,04:53 AM,08:26 AM,05:57 PM,-11,-3,1,-3,21,16,42,0.0,1023,4,10,238,13,20607
2015-01-02,8,0,0.0,8.7,2,78,04:14 PM,05:52 AM,08:26 AM,05:58 PM,-3,1,4,1,12,10,64,0.0,1026,8,10,261,7,20607
2015-01-03,7,1,0.0,3.5,1,85,05:04 PM,06:47 AM,08:26 AM,05:59 PM,1,1,4,1,14,68,82,1.7,1029,7,6,100,8,20607
2015-01-04,16,5,0.0,4.9,3,92,05:57 PM,07:37 AM,08:26 AM,06:00 PM,9,8,10,8,27,78,93,5.1,1014,16,7,228,16,20607
2015-01-05,3,-3,0.0,9.8,1,99,06:52 PM,08:22 AM,08:26 AM,06:01 PM,-7,-4,1,-4,29,12,57,0.6,1026,3,9,302,20,20607
2015-01-06,2,-5,4.6,8.2,1,95,07:48 PM,09:03 AM,08:26 AM,06:02 PM,-9,-6,-3,-6,12,62,68,5.4,1024,2,6,219,8,20607
2015-01-07,-5,-11,0.0,9.8,1,88,08:43 PM,09:40 AM,08:26 AM,06:03 PM,-12,-14,-7,-14,30,31,68,0.1,1023,-5,8,299,20,20607
2015-01-08,-6,-14,0.0,9.8,2,81,09:39 PM,10:13 AM,08:26 AM,06:03 PM,-17,-17,-10,-17,21,13,56,0.0,1032,-6,10,250,15,20607
2015-01-09,2,-6,0.0,9.8,1,74,10:34 PM,10:44 AM,08:26 AM,06:04 PM,-11,-9,-3,-9,26,41,54,0.0,1022,2,10,253,16,20607
2015-01-10,0,-11,0.0,9.8,2,68,11:29 PM,11:15 AM,08:26 AM,06:05 PM,-14,-11,-6,-11,17,0,53,0.0,1034,0,10,275,12,20607
2015-01-11,3,-7,0.0,9.8,2,61,No moonrise,11:44 AM,08:26 AM,06:06 PM,-9,-6,-2,-6,15,26,61,0.1,1036,3,10,181,9,20607
2015-01-12,3,0,0.0,4.9,1,54,12:24 AM,12:14 PM,08:25 AM,06:07 PM,-0,-2,2,-2,14,95,87,23.9,1026,3,6,191,9,20607
2015-01-13,-2,-5,1.2,9.8,2,47,01:21 AM,12:46 PM,08:25 AM,06:08 PM,-6,-8,-2,-8,22,18,77,1.4,1033,-2,9,106,15,20607
2015-01-14,-1,-4,1.5,4.9,1,41,02:18 AM,01:21 PM,08:25 AM,06:09 PM,-6,-6,-2,-6,13,88,77,1.8,1028,-1,7,185,10,20607
2015-01-15,4,-3,0.0,9.9,2,34,03:17 AM,02:00 PM,08:24 AM,06:10 PM,-3,-3,-0,-3,11,10,79,0.0,1021,4,9,281,7,20607
2015-01-16,7,-1,0.0,9.9,1,27,04:17 AM,02:45 PM,08:24 AM,06:11 PM,-3,-2,2,-2,20,21,74,0.0,1018,7,10,278,12,20607
2015-01-17,2,-4,0.0,9.9,1,20,05:18 AM,03:37 PM,08:24 AM,06:13 PM,-8,-6,-1,-6,17,35,61,0.0,1027,2,10,116,11,20607
2015-01-18,6,-1,0.0,6.6,1,13,06:17 AM,04:35 PM,08:23 AM,06:14 PM,2,-1,2,-1,19,57,95,24.0,1014,6,7,214,10,20607
2015-01-19,7,-0,0.0,9.9,2,7,07:13 AM,05:41 PM,08:23 AM,06:15 PM,-0,-0,3,-0,15,24,82,0.0,1015,7,10,240,9,20607
2015-01-20,9,0,0.0,9.9,2,0,08:04 AM,06:50 PM,08:22 AM,06:16 PM,-0,3,4,3,9,32,76,0.0,1015,9,10,120,5,20607
2015-01-21,2,-1,0.0,5.0,1,7,08:51 AM,08:01 PM,08:22 AM,06:17 PM,-1,-2,1,-2,11,73,90,6.9,1020,2,8,86,7,20607
2015-01-22,6,-2,0.0,10.0,1,14,09:34 AM,09:13 PM,08:21 AM,06:18 PM,-0,-1,2,-1,16,33,88,0.2,1025,6,7,271,10,20607
2015-01-23,6,-1,0.0,6.6,1,20,10:13 AM,10:24 PM,08:21 AM,06:19 PM,-1,-0,2,-0,9,60,81,8.8,1024,6,8,220,6,20607
2015-01-24,4,-1,0.0,8.3,1,27,10:51 AM,11:33 PM,08:20 AM,06:20 PM,0,-3,2,-3,24,65,92,30.3,1003,4,8,242,15,20607
2015-01-25,9,-1,0.0,8.3,2,34,11:29 AM,No moonset,08:19 AM,06:21 PM,1,1,4,1,16,51,84,0.8,1010,9,8,212,10,20607
2015-01-26,2,-3,2.4,5.0,1,41,12:07 PM,12:40 AM,08:19 AM,06:23 PM,-1,-5,1,-5,25,100,91,8.8,1008,2,6,95,17,20607
2015-01-27,0,-4,2.3,6.7,1,48,12:46 PM,01:45 AM,08:18 AM,06:24 PM,-4,-8,-2,-8,29,88,86,2.7,1010,0,5,326,20,20607
2015-01-28,1,-7,0.0,10.1,2,54,01:28 PM,02:47 AM,08:17 AM,06:25 PM,-9,-10,-4,-10,25,13,68,0.0,1023,1,10,315,17,20607
2015-01-29,2,-5,0.0,6.7,1,61,02:13 PM,03:47 AM,08:16 AM,06:26 PM,-8,-5,-1,-5,18,54,60,1.8,1023,2,10,183,11,20607
2015-01-30,3,-7,0.0,8.3,1,68,03:01 PM,04:42 AM,08:16 AM,06:27 PM,-5,-7,-0,-7,38,40,71,0.4,1018,3,8,302,26,20607
2015-01-31,-0,-8,0.0,10.1,2,75,03:52 PM,05:34 AM,08:15 AM,06:28 PM,-12,-10,-5,-10,23,12,57,0.0,1026,-0,10,289,16,20607
2015-02-01,6,-3,0.0,8.3,1,81,04:46 PM,06:20 AM,08:14 AM,06:29 PM,-6,-2,1,-2,14,63,64,1.1,1022,6,10,170,8,20607
2015-02-02,10,-5,0.0,8.3,1,88,05:41 PM,07:02 AM,08:13 AM,06:31 PM,0,-3,3,-3,39,71,85,16.2,1005,10,7,260,23,20607
2015-02-03,3,-5,0.0,10.2,2,95,06:36 PM,07:40 AM,08:12 AM,06:32 PM,-12,-6,-2,-6,18,14,47,0.0,1026,3,10,259,12,20607
2015-02-04,9,-2,0.0,10.2,2,98,07:32 PM,08:14 AM,08:11 AM,06:33 PM,-4,-1,3,-1,20,17,64,0.0,1021,9,10,187,12,20607
2015-02-05,-1,-6,0.0,10.2,1,92,08:26 PM,08:46 AM,08:10 AM,06:34 PM,-8,-8,-2,-8,33,14,65,0.0,1020,-1,10,315,23,20607
2015-02-06,4,-7,0.0,10.3,2,85,09:22 PM,09:17 AM,08:09 AM,06:35 PM,-15,-6,-2,-6,15,12,38,0.0,1025,4,10,255,11,20607
2015-02-07,9,-2,0.0,10.3,2,78,10:16 PM,09:47 AM,08:08 AM,06:36 PM,-7,0,2,0,13,27,50,0.0,1019,9,10,174,8,20607
2015-02-08,16,1,0.0,10.3,3,71,11:12 PM,10:16 AM,08:07 AM,06:38 PM,3,5,7,5,14,22,76,0.0,1012,16,10,192,7,20607
2015-02-09,4,-0,0.0,5.2,1,64,No moonrise,10:47 AM,08:06 AM,06:39 PM,1,-1,3,-1,20,84,86,1.3,1011,4,6,46,14,20607
