start_id,start_coor,start_entr,end_id,end_coordi,end_exit_c,cost_on_gr,total_cost
A,"-57.6219992, -27.7521173",6265.1766681,B,"-58.2303422, -28.0465164",16494.6364186,58858.1229498,81617.9360364
